Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       2/3           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
[77]     0.0    0.00    0.00       3         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::begin() [77]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::__normal_iterator(PhilipsWave* const&) [42]
-----------------------------------------------
                0.00    0.00       1/3           PhilipsWaveModel::~PhilipsWaveModel() [133]
                0.00    0.00       2/3           main [6]
[78]     0.0    0.00    0.00       3         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::~vector() [78]
                0.00    0.00       3/11          std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_get_Tp_allocator() [28]
                0.00    0.00       3/5           void std::_Destroy<PhilipsWave*, PhilipsWave>(PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [53]
                0.00    0.00       3/3           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::~_Vector_base() [75]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[79]     0.0    0.00    0.00       2         PhilipsWave::PhilipsWave(double, Dvector, double) [79]
                0.00    0.00       2/17          Dvector::Dvector() [20]
                0.00    0.00       2/11          Dvector::operator=(Dvector const&) [27]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWave::operator()(double, Height&, int, int, double, double) const [87]
[80]     0.0    0.00    0.00       2         Height::Height(Height const&) [80]
                0.00    0.00       2/17          Dvector::Dvector() [20]
                0.00    0.00       2/11          Dvector::operator=(Dvector const&) [27]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           Ocean::Ocean(double, double, int, int, WaveModel&) [138]
[81]     0.0    0.00    0.00       2         Height::operator=(Height&&) [81]
                0.00    0.00       4/4           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double> >, std::is_move_constructible<double>, std::is_move_assignable<double> >::value, void>::type std::swap<double>(double&, double&) [71]
                0.00    0.00       4/13          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [22]
                0.00    0.00       2/2           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Dvector> >, std::is_move_constructible<Dvector>, std::is_move_assignable<Dvector> >::value, void>::type std::swap<Dvector>(Dvector&, Dvector&) [110]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWaveModel::operator()(double) [134]
[82]     0.0    0.00    0.00       2         Height::operator+=(Height) [82]
                0.00    0.00      16/29          Dvector::operator()(int) [17]
                0.00    0.00      10/11          Dvector::size() [26]
                0.00    0.00       8/8           Height::getDvect() [35]
                0.00    0.00       8/76          Dvector::~Dvector() [13]
-----------------------------------------------
                0.00    0.00       2/2           void std::allocator_traits<std::allocator<PhilipsWave> >::construct<PhilipsWave, PhilipsWave const&>(std::allocator<PhilipsWave>&, PhilipsWave*, PhilipsWave const&) [100]
[83]     0.0    0.00    0.00       2         void __gnu_cxx::new_allocator<PhilipsWave>::construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [83]
                0.00    0.00       2/11          PhilipsWave const& std::forward<PhilipsWave const&>(std::remove_reference<PhilipsWave const&>::type&) [29]
                0.00    0.00       2/7           operator new(unsigned long, void*) [41]
                0.00    0.00       2/7           PhilipsWave::PhilipsWave(PhilipsWave const&) [38]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
[84]     0.0    0.00    0.00       2         __gnu_cxx::__alloc_traits<std::allocator<PhilipsWave> >::_S_select_on_copy(std::allocator<PhilipsWave> const&) [84]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<PhilipsWave> >::select_on_container_copy_construction(std::allocator<PhilipsWave> const&) [99]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWaveModel::operator()(double) [134]
[85]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::operator++() [85]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
[86]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::difference_type __gnu_cxx::operator-<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&, __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&) [86]
                0.00    0.00       4/14          __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::base() const [21]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWaveModel::operator()(double) [134]
[87]     0.0    0.00    0.00       2         PhilipsWave::operator()(double, Height&, int, int, double, double) const [87]
                0.00    0.00       2/2           std::random_device::random_device(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [96]
                0.00    0.00       2/2           std::random_device::operator()() [98]
                0.00    0.00       2/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [103]
                0.00    0.00       2/2           Height::Height(Height const&) [80]
                0.00    0.00       2/2           std::random_device::~random_device() [97]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[88]     0.0    0.00    0.00       2         PhilipsWaveModel::getDir() const [88]
                0.00    0.00       2/19          Dvector::Dvector(Dvector const&) [19]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWaveModel::operator()(double) [134]
[89]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::operator*() const [89]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
[90]     0.0    0.00    0.00       2         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_check_len(unsigned long, char const*) const [90]
                0.00    0.00       8/10          std::vector<PhilipsWave, std::allocator<PhilipsWave> >::size() const [31]
                0.00    0.00       4/4           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::max_size() const [61]
                0.00    0.00       2/2           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [109]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
[91]     0.0    0.00    0.00       2         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::end() const [91]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::__normal_iterator(PhilipsWave const* const&) [58]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
[92]     0.0    0.00    0.00       2         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::begin() const [92]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::__normal_iterator(PhilipsWave const* const&) [58]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_base(unsigned long, std::allocator<PhilipsWave> const&) [95]
[93]     0.0    0.00    0.00       2         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_impl::_Vector_impl(std::allocator<PhilipsWave> const&) [93]
                0.00    0.00       2/4           std::allocator<PhilipsWave>::allocator(std::allocator<PhilipsWave> const&) [62]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_base(unsigned long, std::allocator<PhilipsWave> const&) [95]
[94]     0.0    0.00    0.00       2         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_create_storage(unsigned long) [94]
                0.00    0.00       2/4           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_allocate(unsigned long) [63]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
[95]     0.0    0.00    0.00       2         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_base(unsigned long, std::allocator<PhilipsWave> const&) [95]
                0.00    0.00       2/2           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_impl::_Vector_impl(std::allocator<PhilipsWave> const&) [93]
                0.00    0.00       2/2           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_create_storage(unsigned long) [94]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWave::operator()(double, Height&, int, int, double, double) const [87]
[96]     0.0    0.00    0.00       2         std::random_device::random_device(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [96]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWave::operator()(double, Height&, int, int, double, double) const [87]
[97]     0.0    0.00    0.00       2         std::random_device::~random_device() [97]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWave::operator()(double, Height&, int, int, double, double) const [87]
[98]     0.0    0.00    0.00       2         std::random_device::operator()() [98]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<PhilipsWave> >::_S_select_on_copy(std::allocator<PhilipsWave> const&) [84]
[99]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<PhilipsWave> >::select_on_container_copy_construction(std::allocator<PhilipsWave> const&) [99]
                0.00    0.00       2/4           std::allocator<PhilipsWave>::allocator(std::allocator<PhilipsWave> const&) [62]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
[100]    0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<PhilipsWave> >::construct<PhilipsWave, PhilipsWave const&>(std::allocator<PhilipsWave>&, PhilipsWave*, PhilipsWave const&) [100]
                0.00    0.00       2/11          PhilipsWave const& std::forward<PhilipsWave const&>(std::remove_reference<PhilipsWave const&>::type&) [29]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<PhilipsWave>::construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [83]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWave* std::uninitialized_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [107]
[101]    0.0    0.00    0.00       2         PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [101]
                0.00    0.00       6/6           bool __gnu_cxx::operator!=<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&) [43]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::operator*() const [60]
                0.00    0.00       4/12          PhilipsWave* std::__addressof<PhilipsWave>(PhilipsWave&) [24]
                0.00    0.00       4/5           void std::_Construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [51]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::operator++() [59]
-----------------------------------------------
                0.00    0.00       2/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [103]
[102]    0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [102]
                0.00    0.00    1248/1248        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [9]
                0.00    0.00    1246/1246        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [11]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWave::operator()(double, Height&, int, int, double, double) const [87]
[103]    0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [103]
                0.00    0.00       2/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [102]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::push_back(PhilipsWave const&) [105]
[104]    0.0    0.00    0.00       2         void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
                0.00    0.00       6/11          std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_get_Tp_allocator() [28]
                0.00    0.00       4/14          __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::base() const [21]
                0.00    0.00       4/4           PhilipsWave* std::__uninitialized_move_if_noexcept_a<PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave> >(PhilipsWave*, PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [70]
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_check_len(unsigned long, char const*) const [90]
                0.00    0.00       2/3           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::begin() [77]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::difference_type __gnu_cxx::operator-<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&, __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&) [86]
                0.00    0.00       2/4           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_allocate(unsigned long) [63]
                0.00    0.00       2/11          PhilipsWave const& std::forward<PhilipsWave const&>(std::remove_reference<PhilipsWave const&>::type&) [29]
                0.00    0.00       2/2           void std::allocator_traits<std::allocator<PhilipsWave> >::construct<PhilipsWave, PhilipsWave const&>(std::allocator<PhilipsWave>&, PhilipsWave*, PhilipsWave const&) [100]
                0.00    0.00       2/5           void std::_Destroy<PhilipsWave*, PhilipsWave>(PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [53]
                0.00    0.00       2/5           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_deallocate(PhilipsWave*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[105]    0.0    0.00    0.00       2         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::push_back(PhilipsWave const&) [105]
                0.00    0.00       2/3           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::end() [76]
                0.00    0.00       2/2           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           PhilipsWaveModel::PhilipsWaveModel(Dvector, double, double, double, double, double, double, int, int, std::vector<PhilipsWave, std::allocator<PhilipsWave> >) [132]
[106]    0.0    0.00    0.00       2         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
                0.00    0.00       2/6           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_get_Tp_allocator() const [44]
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<PhilipsWave> >::_S_select_on_copy(std::allocator<PhilipsWave> const&) [84]
                0.00    0.00       2/10          std::vector<PhilipsWave, std::allocator<PhilipsWave> >::size() const [31]
                0.00    0.00       2/2           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_base(unsigned long, std::allocator<PhilipsWave> const&) [95]
                0.00    0.00       2/5           std::allocator<PhilipsWave>::~allocator() [48]
                0.00    0.00       2/11          std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_get_Tp_allocator() [28]
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::end() const [91]
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::begin() const [92]
                0.00    0.00       2/2           PhilipsWave* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*, PhilipsWave>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*, std::allocator<PhilipsWave>&) [108]
-----------------------------------------------
                0.00    0.00       2/2           PhilipsWave* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*, PhilipsWave>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*, std::allocator<PhilipsWave>&) [108]
[107]    0.0    0.00    0.00       2         PhilipsWave* std::uninitialized_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [107]
                0.00    0.00       2/2           PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [101]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
[108]    0.0    0.00    0.00       2         PhilipsWave* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*, PhilipsWave>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*, std::allocator<PhilipsWave>&) [108]
                0.00    0.00       2/2           PhilipsWave* std::uninitialized_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [107]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_check_len(unsigned long, char const*) const [90]
[109]    0.0    0.00    0.00       2         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [109]
-----------------------------------------------
                0.00    0.00       2/2           Height::operator=(Height&&) [81]
[110]    0.0    0.00    0.00       2         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Dvector> >, std::is_move_constructible<Dvector>, std::is_move_assignable<Dvector> >::value, void>::type std::swap<Dvector>(Dvector&, Dvector&) [110]
                0.00    0.00       6/6           std::remove_reference<Dvector&>::type&& std::move<Dvector&>(Dvector&) [45]
                0.00    0.00       4/9           Dvector::operator=(Dvector&&) [33]
                0.00    0.00       2/19          Dvector::Dvector(Dvector const&) [19]
                0.00    0.00       2/76          Dvector::~Dvector() [13]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[111]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN11PhilipsWaveC2Ed7Dvectord [111]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [125]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[112]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN12GerstnerWaveC2Edd7Dvectord [112]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [121]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[113]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN16PhilipsWaveModelC2E7DvectorddddddiiSt6vectorI11PhilipsWaveSaIS2_EE [113]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [126]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[114]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN17GerstnerWaveModelC2E7DvectorddddddiiSt6vectorI12GerstnerWaveSaIS2_EE [114]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [122]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[115]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5OceanC2EddiiR9WaveModel [115]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [123]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[116]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6HeightC2Ev [116]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [127]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[117]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN7DvectorC2Ev [117]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [128]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[118]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9WaveModelC2Ev [118]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [124]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [359]
[119]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [119]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [120]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [119]
[120]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [120]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN12GerstnerWaveC2Edd7Dvectord [112]
[121]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [121]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN17GerstnerWaveModelC2E7DvectorddddddiiSt6vectorI12GerstnerWaveSaIS2_EE [114]
[122]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [122]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5OceanC2EddiiR9WaveModel [115]
[123]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [123]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN9WaveModelC2Ev [118]
[124]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [124]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN11PhilipsWaveC2Ed7Dvectord [111]
[125]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [125]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN16PhilipsWaveModelC2E7DvectorddddddiiSt6vectorI11PhilipsWaveSaIS2_EE [113]
[126]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [126]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6HeightC2Ev [116]
[127]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [127]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7DvectorC2Ev [117]
[128]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [128]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[129]    0.0    0.00    0.00       1         PhilipsWave::getWindDir() [129]
                0.00    0.00       1/19          Dvector::Dvector(Dvector const&) [19]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[130]    0.0    0.00    0.00       1         PhilipsWave::getWindSpeed() [130]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[131]    0.0    0.00    0.00       1         PhilipsWave::getAmpl() [131]
